Id,Province/State,country,Lat,Long,Date,ConfirmedCases,Fatalities,day_from_jan_first,temp,min,max,stp,slp,dewp,rh,ah,wdsp,prcp,fog
4799,Gansu,China,37.8099,101.0583,17-03-2020,133,2,77,23.4,10.9,35.1,682.9,1028,14.5,0.683634764,-0.13305875,4.2,0,0
4800,Gansu,China,37.8099,101.0583,18-03-2020,133,2,78,25.1,14,37,682.4,1024.8,5.8,0.432548743,-0.11264727,4.3,0,0
4801,Gansu,China,37.8099,101.0583,19-03-2020,134,2,79,26,15.3,38.8,678.5,1018.5,1.3,0.339060433,-0.105410186,5.4,0,0
4802,Gansu,China,37.8099,101.0583,20-03-2020,134,2,80,28.7,15.8,38.8,677,1014.4,10.4,0.458317376,-0.289530218,6,0,1
4803,Gansu,China,37.8099,101.0583,21-03-2020,134,2,81,28.1,16.5,41,679.1,1017.5,12.2,0.508646746,-0.265284771,4.7,0,0
4804,Gansu,China,37.8099,101.0583,22-03-2020,136,2,82,30.5,17.6,44.6,678.9,1015.3,10.4,0.425883129,-0.63696648,5.2,0,0
4805,Gansu,China,37.8099,101.0583,23-03-2020,136,2,83,34.6,19.6,44.6,679.5,1014.3,5,0.283259282,0.288279687,5.6,0,0
4806,Gansu,China,37.8099,101.0583,24-03-2020,136,2,84,32.3,23.2,45.5,676.1,1008.2,5.1,0.312045435,2.509817246,4.8,0,0
4837,Guangdong,China,23.3417,113.4244,22-01-2020,26,0,22,69.8,57,78.1,999.9,,59.7,0.700803853,0.181069696,2.1,0,0
4838,Guangdong,China,23.3417,113.4244,23-01-2020,32,0,23,73.4,61.5,82.4,999.9,,61.4,0.65839875,0.175699055,4,0,0
4839,Guangdong,China,23.3417,113.4244,24-01-2020,53,0,24,70.6,60.8,82.2,999.9,,61.5,0.727132715,0.189117454,4.3,0,1
4840,Guangdong,China,23.3417,113.4244,25-01-2020,78,0,25,56.9,50,78.8,999.9,,51.6,0.823070747,0.204474125,8.9,0.22,1
4841,Guangdong,China,23.3417,113.4244,26-01-2020,111,0,26,50.4,48.2,69.6,999.9,,42.2,0.732428028,0.193811676,10.4,0.52,1
4842,Guangdong,China,23.3417,113.4244,27-01-2020,151,0,27,49.7,45,57,999.9,,35.8,0.585164058,0.156809692,11.7,0,1
4843,Guangdong,China,23.3417,113.4244,28-01-2020,207,0,28,51.8,44.6,59.7,999.9,,34.2,0.507694746,0.131522469,9.9,0,0
4844,Guangdong,China,23.3417,113.4244,29-01-2020,277,0,29,54,40.1,62.6,999.9,,32.1,0.430213552,0.108797959,8.6,0,0
4845,Guangdong,China,23.3417,113.4244,30-01-2020,354,0,30,54.6,38.5,66.2,999.9,,28.1,0.357627096,0.090002012,6.6,0,0
4846,Guangdong,China,23.3417,113.4244,31-01-2020,436,0,31,56.2,38.3,68,999.9,,29.4,0.355737767,0.088644532,2.7,0,0
4847,Guangdong,China,23.3417,113.4244,01-02-2020,535,0,32,60,41.2,68.7,999.9,,40.2,0.476962234,0.11785319,3.7,0,1
4848,Guangdong,China,23.3417,113.4244,02-02-2020,632,0,33,61.6,43.3,68.7,999.9,,47.5,0.596030174,0.147517646,3.4,0,1
4849,Guangdong,China,23.3417,113.4244,03-02-2020,725,0,34,56.4,52.9,64.8,999.9,,51.8,0.844424786,0.21021933,5.4,0.5,1
4850,Guangdong,China,23.3417,113.4244,04-02-2020,813,0,35,56.9,52.9,61.9,999.9,,51.8,0.829205044,0.205998058,3.9,0.36,1
4851,Guangdong,China,23.3417,113.4244,05-02-2020,895,0,36,60.1,53.4,63.9,999.9,,53.3,0.780890134,0.192955427,3.7,0.04,1
4852,Guangdong,China,23.3417,113.4244,06-02-2020,970,0,37,61.9,55.4,66.2,999.9,,55.3,0.788056208,0.19516199,2.7,0,1
4853,Guangdong,China,23.3417,113.4244,07-02-2020,1034,1,38,61,55.4,66.2,999.9,,52.5,0.734110242,0.181522369,6.9,0.02,1
4854,Guangdong,China,23.3417,113.4244,08-02-2020,1095,1,39,59.6,53.2,68,999.9,,46.2,0.609494557,0.150604442,8.2,0,0
4855,Guangdong,China,23.3417,113.4244,09-02-2020,1131,1,40,57.7,53.1,66.6,999.9,,44.2,0.604793385,0.149857774,5.9,0,0
4856,Guangdong,China,23.3417,113.4244,10-02-2020,1159,1,41,59.2,53.6,63.9,999.9,,47.8,0.656941307,0.162362663,2.4,0,0
4857,Guangdong,China,23.3417,113.4244,11-02-2020,1177,1,42,60.9,54.7,65.5,999.9,,55.4,0.819672057,0.202654779,2.4,0.09,1
4858,Guangdong,China,23.3417,113.4244,12-02-2020,1219,1,43,64.8,58.3,71.6,999.9,,61.2,0.880195957,0.220189058,2.2,0.01,1
4859,Guangdong,China,23.3417,113.4244,13-02-2020,1241,2,44,67.7,59.7,75.2,999.9,,62.2,0.824124518,0.209641453,3.8,0.45,1
4860,Guangdong,China,23.3417,113.4244,14-02-2020,1261,2,45,69.3,63.7,73.4,999.9,,65.8,0.885315714,0.227841804,3.7,1.01,1
4861,Guangdong,China,23.3417,113.4244,15-02-2020,1294,2,46,59.8,46.4,71.2,999.9,,54.9,0.837161685,0.206853096,10.5,2.66,1
4862,Guangdong,China,23.3417,113.4244,16-02-2020,1316,2,47,49,43.3,68.9,999.9,,37.1,0.632450487,0.171889243,13.4,0.04,1
4863,Guangdong,China,23.3417,113.4244,17-02-2020,1322,4,48,53.4,43.2,62.6,999.9,,30.3,0.408905726,0.103985827,8.7,0,0
4864,Guangdong,China,23.3417,113.4244,18-02-2020,1328,4,49,55.8,41.9,66.4,999.9,,32.8,0.414272682,0.103445254,3.2,0,0
4865,Guangdong,China,23.3417,113.4244,19-02-2020,1331,5,50,61.6,41.9,70.2,999.9,,45.4,0.550375426,0.136218082,2.7,0,0
4866,Guangdong,China,23.3417,113.4244,20-02-2020,1332,5,51,64.8,45,75.2,999.9,,51.4,0.615913968,0.154076505,2.6,0,0
4867,Guangdong,China,23.3417,113.4244,21-02-2020,1333,5,52,67.1,51.3,77.2,999.9,,52.3,0.587535904,0.148869455,2.3,0,0
4868,Guangdong,China,23.3417,113.4244,22-02-2020,1339,5,53,70.4,54,81.3,999.9,,55.4,0.587404021,0.152518831,2.5,0,0
4869,Guangdong,China,23.3417,113.4244,23-02-2020,1342,6,54,69.6,55.8,81.3,999.9,,57.2,0.64474519,0.16631995,2.5,0,0
4870,Guangdong,China,23.3417,113.4244,24-02-2020,1345,6,55,72,57,80.4,999.9,,58.8,0.629098831,0.165656989,4.5,0,1
4871,Guangdong,China,23.3417,113.4244,25-02-2020,1347,7,56,73.3,59.9,82.4,999.9,,61.8,0.670129467,0.178653918,3.1,0,1
4872,Guangdong,China,23.3417,113.4244,26-02-2020,1347,7,57,75.1,61.5,84.2,999.9,,62.3,0.641787056,0.174265828,2.5,0,0
4873,Guangdong,China,23.3417,113.4244,27-02-2020,1347,7,58,72.6,61.2,84.2,999.9,,61.6,0.681425224,0.180443568,5.2,0,0
4874,Guangdong,China,23.3417,113.4244,28-02-2020,1348,7,59,68.2,60.8,80.1,999.9,,60.1,0.751407703,0.191807158,2.5,0,0
4875,Guangdong,China,23.3417,113.4244,29-02-2020,1349,7,60,73.7,60.8,82.4,999.9,,61.7,0.65872995,0.176310946,3.6,0,0
4876,Guangdong,China,23.3417,113.4244,01-03-2020,1349,7,61,72.6,62.6,82,999.9,,61.6,0.681425224,0.180443568,4.8,0,0
4877,Guangdong,China,23.3417,113.4244,02-03-2020,1350,7,62,69.9,64.4,82,999.9,,58.8,0.676131321,0.174835872,4.8,0,0
4878,Guangdong,China,23.3417,113.4244,03-03-2020,1350,7,63,67.7,62.4,73.2,999.9,,60.7,0.781187927,0.198719208,4,0.3,1
4879,Guangdong,China,23.3417,113.4244,04-03-2020,1350,7,64,59.1,55.2,72.1,999.9,,54.9,0.858503463,0.212196165,7,0.38,1
4880,Guangdong,China,23.3417,113.4244,05-03-2020,1351,7,65,63.7,55,67.5,999.9,,53.8,0.699716396,0.174222611,2.8,0,0
4881,Guangdong,China,23.3417,113.4244,06-03-2020,1352,7,66,67.3,56.1,69.8,999.9,,59.1,0.747927138,0.189753618,3.4,0,1
4882,Guangdong,China,23.3417,113.4244,07-03-2020,1352,7,67,70.1,63.1,72.7,999.9,,64.7,0.828570555,0.214603422,2.2,0.02,1
4883,Guangdong,China,23.3417,113.4244,08-03-2020,1352,7,68,74.3,65.5,77,999.9,,66.4,0.761934369,0.205174626,9.5,0,1
4884,Guangdong,China,23.3417,113.4244,09-03-2020,1352,8,69,72.1,62.6,80.6,999.9,,64.6,0.770898148,0.203183314,8.4,0.01,1
4885,Guangdong,China,23.3417,113.4244,10-03-2020,1353,8,70,66.7,57.9,77,999.9,,48.8,0.522867819,0.132153629,10.2,0.01,0
4886,Guangdong,China,23.3417,113.4244,11-03-2020,1356,8,71,63.5,55.4,74.8,999.9,,51.6,0.649631972,0.161631927,3.1,0,1
4887,Guangdong,China,23.3417,113.4244,12-03-2020,1356,8,72,68.2,58.5,72.1,999.9,,62,0.804187841,0.205280015,2.5,0,1
4888,Guangdong,China,23.3417,113.4244,13-03-2020,1356,8,73,68.4,62.1,76.5,999.9,,61.8,0.792959507,0.202703484,7.7,0.32,1
4889,Guangdong,China,23.3417,113.4244,14-03-2020,1356,8,74,66.5,58.5,77.7,999.9,,50.1,0.552820674,0.139555628,7.9,0.02,0
4890,Guangdong,China,23.3417,113.4244,15-03-2020,1360,8,75,68.2,56.3,77.7,999.9,,49.1,0.501884277,0.128112869,3.6,0,0
4891,Guangdong,China,23.3417,113.4244,16-03-2020,1361,8,76,70.4,60.3,76.8,999.9,,53.9,0.555960726,0.144354613,4.3,0,0
4892,Guangdong,China,23.3417,113.4244,17-03-2020,1364,8,77,68,63.7,76.8,999.9,,62.8,0.833142494,0.212372491,3.8,0,1
4893,Guangdong,China,23.3417,113.4244,18-03-2020,1370,8,78,68.8,65.5,71.6,999.9,,64,0.845497165,0.216768603,3.6,0.36,1
4894,Guangdong,China,23.3417,113.4244,19-03-2020,1378,8,79,66.8,64.4,71.6,999.9,,63.3,0.884226307,0.22362336,3,0.98,1
4895,Guangdong,China,23.3417,113.4244,20-03-2020,1395,8,80,68.7,64.4,71.6,999.9,,65.3,0.888169957,0.227540048,2.9,0.08,1
4896,Guangdong,China,23.3417,113.4244,21-03-2020,1400,8,81,73,64.8,78.8,999.9,,68.2,0.847867602,0.225379225,5.1,0.01,0
4897,Guangdong,China,23.3417,113.4244,22-03-2020,1407,8,82,77.2,68,84.4,999.9,,67.7,0.723070798,0.200915807,3.2,0,0
4898,Guangdong,China,23.3417,113.4244,23-03-2020,1415,8,83,77.3,68,86,999.9,,68.1,0.730741691,0.203278621,4.1,0,1
4899,Guangdong,China,23.3417,113.4244,24-03-2020,1428,8,84,76.1,70,86,999.9,,64.4,0.668398756,0.183456692,4.8,0,0
4930,Guangxi,China,23.8298,108.7881,22-01-2020,2,0,22,67.5,48.4,69.3,979.9,1015.7,62.2,0.829879722,0.210822531,8,0,0
4931,Guangxi,China,23.8298,108.7881,23-01-2020,5,0,23,64.4,51.6,72.5,979.8,1015.5,59.4,0.836916041,0.208982071,6.4,0,1
4932,Guangxi,China,23.8298,108.7881,24-01-2020,23,0,24,47,43.9,72.5,983.6,1020.6,46.3,0.973807931,0.278166635,10.7,0.74,1
4933,Guangxi,China,23.8298,108.7881,25-01-2020,23,0,25,41.5,39,49.6,984.5,1022.1,40.7,0.969426716,0.354182553,12.8,1.41,1
4934,Guangxi,China,23.8298,108.7881,26-01-2020,36,0,26,44.4,39,50.5,985.1,1022.8,37.5,0.764912275,0.239402312,9.9,0.33,0
4935,Guangxi,China,23.8298,108.7881,27-01-2020,46,0,27,42.9,38.5,51.3,984.5,1022.1,33.8,0.699503874,0.235119474,8.7,0,0
4936,Guangxi,China,23.8298,108.7881,28-01-2020,51,0,28,44.1,37,51.3,986.2,1023.9,32.6,0.636567757,0.201840177,6.9,0,1
4937,Guangxi,China,23.8298,108.7881,29-01-2020,58,0,29,50.5,37.8,59.7,987.1,1024.3,33,0.507838332,0.134155143,7.5,0,0
4938,Guangxi,China,23.8298,108.7881,30-01-2020,78,0,30,53.9,42.8,62.8,986.1,1023.1,29,0.380723426,0.096366787,6.6,0,0
4939,Guangxi,China,23.8298,108.7881,31-01-2020,87,0,31,54.3,43.9,63.1,985,1021.8,33.8,0.45558283,0.114923869,5.4,0,0
4940,Guangxi,China,23.8298,108.7881,01-02-2020,100,0,32,53.3,48.4,63.1,984.2,1021,39.6,0.594525752,0.151340228,4.9,0,1
4941,Guangxi,China,23.8298,108.7881,02-02-2020,111,0,33,50.6,46.8,57,985,1022,48,0.907105,0.239231459,6.6,0.43,1
4942,Guangxi,China,23.8298,108.7881,03-02-2020,127,0,34,46.6,45.3,54.1,986.3,1023.7,46,0.977474597,0.282548541,8.4,0.43,1
4943,Guangxi,China,23.8298,108.7881,04-02-2020,139,0,35,47.5,45.3,48.7,985.7,1023.1,46.8,0.973861976,0.274347746,6.3,0.17,1
4944,Guangxi,China,23.8298,108.7881,05-02-2020,150,0,36,49.1,45.5,50.2,982.7,1019.8,48.5,0.977706165,0.265163396,4.2,0.5,1
4945,Guangxi,China,23.8298,108.7881,06-02-2020,168,0,37,50.9,47.8,53.2,982.9,1019.9,50.4,0.981528414,0.257614913,7.2,0.43,1
4946,Guangxi,China,23.8298,108.7881,07-02-2020,172,0,38,48.8,45,53.2,987.6,1024.8,46.7,0.923801254,0.252160951,7.5,0.11,1
4947,Guangxi,China,23.8298,108.7881,08-02-2020,183,0,39,45.6,44.4,52.9,991.3,1029,44.4,0.955218363,0.285364199,7.5,0.11,1
4948,Guangxi,China,23.8298,108.7881,09-02-2020,195,1,40,49.2,44.1,52.9,990.5,1027.9,43.7,0.81162283,0.219662892,5.1,0,0
4949,Guangxi,China,23.8298,108.7881,10-02-2020,210,1,41,54.1,44.4,56.1,985.3,1022.2,48.7,0.818125913,0.206720722,2.5,0,0
4950,Guangxi,China,23.8298,108.7881,11-02-2020,215,1,42,56.6,49.1,58.1,982.2,1018.8,55.1,0.946727238,0.235479349,3.8,0.11,1
4951,Guangxi,China,23.8298,108.7881,12-02-2020,222,1,43,61.3,55.2,64.6,979.4,1015.6,60.5,0.971804822,0.240398313,4.1,0.12,1
4952,Guangxi,China,23.8298,108.7881,13-02-2020,222,2,44,68,57.4,71.8,975.5,1011,64.2,0.875443123,0.223155148,7.4,0.11,0
4953,Guangxi,China,23.8298,108.7881,14-02-2020,226,2,45,68.7,63,72.9,973.6,1009,65.6,0.897571221,0.229948556,5.4,1.45,1
4954,Guangxi,China,23.8298,108.7881,15-02-2020,235,2,46,51.1,39.4,72.9,982.6,1019.1,48.9,0.921034917,0.240994317,12.8,0.15,1
4955,Guangxi,China,23.8298,108.7881,16-02-2020,237,2,47,46.4,37.8,67.3,991.2,1028.9,32.3,0.576103461,0.167564891,9.1,0,0
4956,Guangxi,China,23.8298,108.7881,17-02-2020,238,2,48,52.6,37.8,60.6,992.2,1029.5,26,0.353038322,0.090550218,8.5,0,0
4957,Guangxi,China,23.8298,108.7881,18-02-2020,242,2,49,56.5,45.9,64.6,988.7,1025.5,29.8,0.357658226,0.088998921,5.3,0,0
4958,Guangxi,China,23.8298,108.7881,19-02-2020,244,2,50,55.1,47.5,64.6,987,1023.8,43.9,0.657249431,0.164818581,4.9,0.04,1
4959,Guangxi,China,23.8298,108.7881,20-02-2020,245,2,51,57.4,50.7,62.1,987.9,1024.7,51.6,0.808265995,0.200449043,4.3,0,0
4960,Guangxi,China,23.8298,108.7881,21-02-2020,246,2,52,57.2,51.6,62.1,991.6,1028.4,51.9,0.823268814,0.204302328,7.5,0,0
4961,Guangxi,China,23.8298,108.7881,22-02-2020,249,2,53,61.1,52.5,72.5,990.1,1026.7,52.4,0.728789704,0.180230288,6.5,0,0
4962,Guangxi,China,23.8298,108.7881,23-02-2020,249,2,54,66.8,53.2,75.4,986,1022.1,56,0.680201538,0.172024913,6.9,0,0
4963,Guangxi,China,23.8298,108.7881,24-02-2020,251,2,55,67.3,55.2,75.4,981.6,1017.4,57.3,0.700813789,0.177800678,8.9,0,0
4964,Guangxi,China,23.8298,108.7881,25-02-2020,252,2,56,68.8,62.6,72.9,981.2,1016.9,60.3,0.741234176,0.190037653,6.9,0,0
4965,Guangxi,China,23.8298,108.7881,26-02-2020,252,2,57,70.9,63.5,75.9,982.3,1017.8,60.5,0.694411792,0.181071223,5.3,0,0
4966,Guangxi,China,23.8298,108.7881,27-02-2020,252,2,58,72.9,65.7,81.1,981.3,1016.7,61.6,0.674492269,0.179120021,6.7,0,0
4967,Guangxi,China,23.8298,108.7881,28-02-2020,252,2,59,69.1,65.3,81.1,980,1015.5,61.7,0.771212874,0.198171603,7.7,0,0
4968,Guangxi,China,23.8298,108.7881,29-02-2020,252,2,60,69.3,65.7,74.5,977.7,1013.2,63.3,0.810685383,0.208635199,7,0,0
4969,Guangxi,China,23.8298,108.7881,01-03-2020,252,2,61,64.2,59,73.2,979.6,1015.3,57.6,0.789809969,0.197049869,8,0,1
4970,Guangxi,China,23.8298,108.7881,02-03-2020,252,2,62,57.9,54,70.3,980.1,1016.4,54,0.867379628,0.214812515,6.4,0.19,1
4971,Guangxi,China,23.8298,108.7881,03-03-2020,252,2,63,50.2,46.8,61,983.2,1020.1,49.5,0.974150957,0.25866884,10.7,1.2,1
4972,Guangxi,China,23.8298,108.7881,04-03-2020,252,2,64,47.3,45.9,53.8,985.9,1023.2,45.7,0.941101907,0.266561787,9.9,0.71,1
4973,Guangxi,China,23.8298,108.7881,05-03-2020,252,2,65,52.2,46,55.2,982.9,1019.9,48.4,0.867703515,0.223626871,3.5,0.06,1
4974,Guangxi,China,23.8298,108.7881,06-03-2020,252,2,66,56.2,48.4,60.1,977.7,1014.2,55.7,0.981924802,0.244680979,4.2,0.18,1
4975,Guangxi,China,23.8298,108.7881,07-03-2020,252,2,67,66.9,52.2,70.3,974,1009.7,65.3,0.945529782,0.239275638,6.1,0,1
4976,Guangxi,China,23.8298,108.7881,08-03-2020,252,2,68,72.9,61,78.8,968.8,1003.7,67.1,0.818818867,0.217447789,8.9,0,0
4977,Guangxi,China,23.8298,108.7881,09-03-2020,252,2,69,67.2,56.7,78.8,974.7,1010,57.9,0.718717023,0.182224792,10.2,0.07,1
4978,Guangxi,China,23.8298,108.7881,10-03-2020,252,2,70,62.2,55.6,78.4,982.4,1018.5,43.9,0.508712928,0.126069842,9.6,0,0
4979,Guangxi,China,23.8298,108.7881,11-03-2020,252,2,71,56.6,52.7,70.2,979.7,1016.1,47.4,0.71093756,0.176831411,4.5,0.09,1
4980,Guangxi,China,23.8298,108.7881,12-03-2020,252,2,72,57.6,52.7,59.9,977.3,1013.7,57.1,0.982027385,0.243397243,4.8,0.09,1
4981,Guangxi,China,23.8298,108.7881,13-03-2020,252,2,73,59.4,53.8,61.3,982.7,1019,56.2,0.890601261,0.220083145,9,0.01,1
4982,Guangxi,China,23.8298,108.7881,14-03-2020,252,2,74,62.3,56.7,69.8,984.6,1020.8,48.6,0.605973762,0.15021064,8.5,0,0
4983,Guangxi,China,23.8298,108.7881,15-03-2020,252,2,75,60.9,56.7,69.8,982.3,1018.5,49.9,0.668812336,0.165356395,4.2,0,1
4984,Guangxi,China,23.8298,108.7881,16-03-2020,252,2,76,57.3,55.6,65.5,982,1018.4,56.7,0.978441243,0.24272938,5.1,0.41,1
4985,Guangxi,China,23.8298,108.7881,17-03-2020,253,2,77,56.1,53.6,59,982.8,1019.4,54.9,0.95708945,0.238610626,9,1.86,1
4986,Guangxi,China,23.8298,108.7881,18-03-2020,253,2,78,56.7,53.2,60.1,979.5,1016,55.4,0.953700095,0.237114296,4.3,0.51,1
4987,Guangxi,China,23.8298,108.7881,19-03-2020,253,2,79,62.1,53.6,68.5,979.5,1015.6,58.7,0.885325246,0.219349665,3.8,0.02,1
4988,Guangxi,China,23.8298,108.7881,20-03-2020,254,2,80,64.5,56.1,68.5,977.3,1013.2,63.2,0.955115601,0.238602597,4.2,0.03,1
4989,Guangxi,China,23.8298,108.7881,21-03-2020,254,2,81,72,61,74.3,975.8,1011.1,67.9,0.868203554,0.228619065,10.3,0.01,0
4990,Guangxi,China,23.8298,108.7881,22-03-2020,254,2,82,75.5,69.6,81,976.5,1011.6,67.2,0.752370088,0.205164841,6.5,0,0
4991,Guangxi,China,23.8298,108.7881,23-03-2020,254,2,83,72.9,66.4,81,977.7,1012.8,67.9,0.841941608,0.223588328,5.3,0.86,1
4992,Guangxi,China,23.8298,108.7881,24-03-2020,254,2,84,71.4,66.4,79.5,977,1012.3,67.3,0.867909055,0.22730514,6.2,0.01,1
5023,Guizhou,China,26.8154,106.8748,22-01-2020,1,0,22,48.3,42.6,64.9,877.2,1015.5,43.9,0.846014489,0.233577253,7.4,0,0
5024,Guizhou,China,26.8154,106.8748,23-01-2020,3,0,23,44.5,40.5,59.7,879,1019.2,41.5,0.890913297,0.277667962,7.4,0.01,1
5025,Guizhou,China,26.8154,106.8748,24-01-2020,3,0,24,37.3,32,49.6,882.3,1024.5,35.9,0.946116559,0.525767892,6.3,0.81,1
5026,Guizhou,China,26.8154,106.8748,25-01-2020,4,0,25,33.7,32,41.7,883,1027,32.2,0.941497422,1.413663135,4.8,0.91,1
5027,Guizhou,China,26.8154,106.8748,26-01-2020,5,0,26,35.2,32,39.2,880.7,1024.1,31.2,0.851644706,0.721267775,4.3,0,0
5028,Guizhou,China,26.8154,106.8748,27-01-2020,7,0,27,33.6,30.2,38.1,879.6,1023.2,29.6,0.850697235,1.351732101,6,0,1
5029,Guizhou,China,26.8154,106.8748,28-01-2020,9,0,28,35.7,30,39.4,882.5,1026.3,29.9,0.791950638,0.59172246,4.9,0,1
5030,Guizhou,China,26.8154,106.8748,29-01-2020,9,0,29,40,30.2,51.8,883.9,1026.2,30.5,0.685178315,0.2804319,3.6,0,0
5031,Guizhou,China,26.8154,106.8748,30-01-2020,12,0,30,45.4,32,51.8,881.5,1022.6,32,0.591241319,0.177904303,4.5,0,1
5032,Guizhou,China,26.8154,106.8748,31-01-2020,29,0,31,44.5,34.2,50,879.7,1020.3,33.2,0.642195452,0.200150904,4.4,0,1
5033,Guizhou,China,26.8154,106.8748,01-02-2020,29,0,32,43.1,39.6,48.2,879.4,1020.6,40.6,0.907805225,0.30195272,3.9,0.09,1
5034,Guizhou,China,26.8154,106.8748,02-02-2020,38,0,33,41.7,38.1,46.4,882.9,1025.2,38.9,0.896688592,0.323347729,5.5,0.09,1
5035,Guizhou,China,26.8154,106.8748,03-02-2020,46,0,34,40.3,37,45,883.3,1026,36.8,0.87168492,0.3479145,5.7,0.03,1
5036,Guizhou,China,26.8154,106.8748,04-02-2020,58,0,35,43,36.9,51.8,881.9,1024,37.6,0.810333578,0.270937185,3.6,0,0
5037,Guizhou,China,26.8154,106.8748,05-02-2020,64,1,36,45,37,50.5,877.7,1018.6,42.8,0.919077581,0.280742672,4.8,0.29,1
5038,Guizhou,China,26.8154,106.8748,06-02-2020,71,1,37,43.5,38.3,46.6,881.7,1023.2,39.1,0.84312832,0.27488128,5.1,0.13,1
5039,Guizhou,China,26.8154,106.8748,07-02-2020,81,1,38,41.4,37.2,48.2,884.4,1026.7,38.2,0.882593975,0.32462784,6.3,0.03,1
5040,Guizhou,China,26.8154,106.8748,08-02-2020,89,1,39,39.8,37.2,46.9,888,1031.7,37.3,0.906567105,0.377598868,5.3,0.02,1
5041,Guizhou,China,26.8154,106.8748,09-02-2020,99,1,40,44.8,37.2,49.3,886.1,1028.5,36.7,0.729880047,0.224710579,3.8,0.01,0
5042,Guizhou,China,26.8154,106.8748,10-02-2020,109,1,41,45.5,37.2,49.3,880,1020.9,42.8,0.901717152,0.270344795,4.5,0.07,1
5043,Guizhou,China,26.8154,106.8748,11-02-2020,127,1,42,48,41.2,51.8,879.5,1019.7,46.7,0.952041505,0.264768998,3.4,0.02,1
5044,Guizhou,China,26.8154,106.8748,12-02-2020,133,1,43,54.6,44.2,62.6,876.9,1014.8,49.6,0.83082989,0.209090313,4.3,0,1
5045,Guizhou,China,26.8154,106.8748,13-02-2020,135,1,44,61.6,46.6,71.6,873.1,1008.6,51.4,0.689831182,0.170733424,6.2,0,0
5046,Guizhou,China,26.8154,106.8748,14-02-2020,140,1,45,61.9,48.2,73.4,872.7,1007.4,50.2,0.6526495,0.161628541,7,0.53,1
5047,Guizhou,China,26.8154,106.8748,15-02-2020,143,1,46,38.4,31.3,48.2,884.4,1025.9,34.4,0.853513618,0.410162271,9.5,0.05,1
5048,Guizhou,China,26.8154,106.8748,16-02-2020,144,1,47,36.2,30.4,47.7,888,1032.8,29.5,0.763840286,0.512849645,6.2,0,0
5049,Guizhou,China,26.8154,106.8748,17-02-2020,146,1,48,41.2,30.4,48.2,889,1032.7,32.3,0.70333343,0.262275482,3.8,0,0
5050,Guizhou,China,26.8154,106.8748,18-02-2020,146,2,49,47.7,35.8,55.4,883.5,1024.9,32.3,0.548440555,0.153690091,5.2,0,0
5051,Guizhou,China,26.8154,106.8748,19-02-2020,146,2,50,48.3,38.1,60.8,882.6,1022.7,37.4,0.657048868,0.181405486,3.7,0,0
5052,Guizhou,China,26.8154,106.8748,20-02-2020,146,2,51,46.3,40.3,57.9,884.7,1025.7,43.5,0.89857231,0.262188289,5.7,0.07,1
5053,Guizhou,China,26.8154,106.8748,21-02-2020,146,2,52,45,40.3,50.9,889.7,1032.2,40.7,0.847327225,0.258825712,4.3,0,1
5054,Guizhou,China,26.8154,106.8748,22-02-2020,146,2,53,48.1,41,51.8,886.8,1028.1,46.4,0.937727706,0.260147203,2.6,0.01,1
5055,Guizhou,China,26.8154,106.8748,23-02-2020,146,2,54,57.1,42.8,64.4,880.7,1018.9,48.9,0.738727978,0.183386113,12.7,0,0
5056,Guizhou,China,26.8154,106.8748,24-02-2020,146,2,55,61.2,51.1,71.6,876.7,1012.8,50.9,0.686847546,0.169881887,8.9,0,0
5057,Guizhou,China,26.8154,106.8748,25-02-2020,146,2,56,60.8,51.8,73.4,878.5,1014.8,52.5,0.739377992,0.182782941,4.6,0,1
5058,Guizhou,China,26.8154,106.8748,26-02-2020,146,2,57,64,51.8,71.6,879.5,1015.1,54.4,0.707780143,0.17643819,7.1,0,0
5059,Guizhou,China,26.8154,106.8748,27-02-2020,146,2,58,62.4,56.7,69.8,878.3,1013.9,54,0.73811892,0.18301461,10.4,0,0
5060,Guizhou,China,26.8154,106.8748,28-02-2020,146,2,59,57.3,54.3,66.7,877.4,1013.8,55.2,0.926337808,0.229803684,4.2,0.07,1
5061,Guizhou,China,26.8154,106.8748,29-02-2020,146,2,60,58.3,51.8,72.7,876.3,1012.6,53,0.823992334,0.20389161,5.2,0.07,1
5062,Guizhou,China,26.8154,106.8748,01-03-2020,146,2,61,51.9,48.6,72.7,878.5,1016.8,50.3,0.94218786,0.243757667,5.6,0.01,1
5063,Guizhou,China,26.8154,106.8748,02-03-2020,146,2,62,46.9,41.7,53.6,878.2,1017.5,45.2,0.937423955,0.26855186,7.2,0.03,1
5064,Guizhou,China,26.8154,106.8748,03-03-2020,146,2,63,45.1,41.7,51.6,882,1023.2,42.2,0.894623682,0.272224033,6,0.01,1
5065,Guizhou,China,26.8154,106.8748,04-03-2020,146,2,64,45.7,40.8,50,883.1,1024.3,40.1,0.805967669,0.239931006,4.7,0,1
5066,Guizhou,China,26.8154,106.8748,05-03-2020,146,2,65,50.9,40.8,57.2,877.2,1016.5,44.4,0.782363297,0.205341434,5.4,0,1
5067,Guizhou,China,26.8154,106.8748,06-03-2020,146,2,66,56,42.4,69.8,874.6,1011.6,50.4,0.813321428,0.202871744,7.6,0,1
